L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422
0.34335392525121133,1.4462789178816102,1.804093052905812,1.2067545364912406,0.16285882763978063,0.0,1.7168340248372465,1.153097454013371,0.0,0.13758344121661345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127312558555715,0.0,0.6051519136463533,0.0,0.0,0.0,0.7173107161009713,0.0,0.0,0.0,4.806328467291232,1000000.0,2.4889420686784063,1.14817591255166,0.1045202096180678,0.9108786139498442,0.075832134861653,0.5187416558458804,0.35327827079826873,0.546117999684355,0.3519027900161416,1.4125417880062432,3.3244722811123695,0.1366442390580644
0.1328572083216217,0.856682646527626,1.7869184017346555,1.3905850250190406,0.8507528138211521,59999.999999999614,1.9281994604525856,2.723267608478782,0.0,1.5030785637618718,0.0,0.0,0.0,34260000.0,1000000.0,0.0,0.0,0.0,0.0,0.8665337597709885,0.0,2.0283074143157473,0.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,4.806328467291232,1000000.0,2.4889420686784063,2.6928475662904927,2.5729106237819503,1.8357896259654267,2.543183362624166,0.27865939722906896,1.8888877481700534,1.9256519827053304,1.9175488502705658,4.014861036609433,4.652768826197154,2.5911925279386527
0.2977042581252655,0.13421960979809597,0.996884447861482,1.459521458216966,1.7786098184378856,349999.99999999965,0.049577115662365154,2.5483908377207865,0.0,1.3542331238635754,0.0,0.0,0.0,32970000.0,1000000.0,0.0,0.0,0.0,0.0,2.4268543926921526,0.0,1.7051454665654944,0.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,4.806328467291232,1000000.0,2.4889420686784063,2.5258560361565636,2.953424049717354,2.077459251135637,2.925267851647297,1.5075189616588136,1.8999329009728538,2.2864531782646607,1.9285789919001495,4.574021098671227,4.5732581175125,3.0061448174628778
0.7856739200984049,0.3806391060321439,0.12097723813252909,1.0688816700953918,1.282686247004804,519999.9999999996,1.2875746671236323,3.21069009718724,0.0,1.9269644904287655,0.0,0.0,0.0,33270000.000000004,1000000.0,0.0,0.0,0.0,0.0,49.88491831868396,1000000.0,21.481724284515344,1000000.0,0.0,0.0,2.393251322387369,0.0,0.0,0.0,4.806328467291232,1000000.0,2.4889420686784063,3.172948215425534,0.7672014570703111,2.4941844381278577,0.7022308246036285,13.132764372797256,2.3831583360953372,5.987213453238049,2.3752997278982613,1.550112914386527,5.153218580859378,1.0228135353301397
1.225803419133001,0.6795893281271217,0.8408032274522048,0.8613384594465053,0.5627971916987173,110000.00000000032,0.3127636311067858,3.6162553740515246,0.0,2.2796634675790823,0.0,0.0,0.0,32990000.000000004,1000000.0,0.0,0.0,0.0,0.0,49.88491831868396,1000000.0,21.481724284515344,1000000.0,0.0,0.0,2.53715632772669,0.0,0.0,0.0,4.806328467291232,1000000.0,2.4889420686784063,3.562595119071368,0.9955095126315516,2.5143235735587077,0.9384285087270179,13.14073838332801,2.5764485101443295,5.994287986484309,2.5683272064159652,1.652181814604158,5.5086782196848825,1.2619385835305408
1.6563648855798885,1.161231352613475,1.751059739523469,0.6545291598527309,0.002883482016205784,0.0,2.1395648960679234,4.971310304873047,0.0,30.44057354225061,1000000.0,0.0,0.0,30430000.0,1000000.0,0.0,0.0,0.0,0.0,2.6700212445759726,0.0,21.481724284515344,1000000.0,0.0,0.0,0.28559570008301577,0.0,0.0,0.0,4.806328467291232,1000000.0,9.40339029225278,5.093132526203899,3.8182272904796335,2.48798778107221,3.800588681045739,0.8297280665451111,2.054565040212048,6.302030182696682,2.052668085232958,4.731999934214361,3.5255876030794315,3.9063802930408564
1.9529738957988552,1.6013525129199704,1.5106146231272863,0.7471783151717419,0.749000642414595,200000.00000000017,0.9770550001835631,4.085764104013403,0.0,30.44057354225061,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9101248324390416,0.0,21.481724284515344,1000000.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,4.806328467291232,1000000.0,9.40339029225278,4.16772113004505,2.3030920126641186,0.09137071834060577,2.3417206320483346,1.443726877412819,3.0403449278619132,6.383387315028687,3.0674411151545957,4.143556606449051,4.217798478686996,2.605258707244558
2.287855036368657,2.0165611547185507,1.0468990415060748,2.011012923800366,1.4208970940336085,500000.0,0.8950388581237182,5.023401257864791,0.0,30.44057354225061,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5960343154224483,0.0,21.481724284515344,1000000.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,4.806328467291232,1000000.0,9.40339029225278,5.148796369581876,2.669768586747326,0.3454336576221086,2.70296414894293,0.582533740091875,2.830487024608721,6.871530109020724,2.8578684241925187,5.8032856795531105,3.6612235178944266,2.9709793691981123
2.316559134131782,2.124515401586182,0.48013555285792847,0.14899531640128216,1.9328182000290477,410000.0000000002,1.1667944182005818,5.451291228868395,0.0,30.44057354225061,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88491831868396,1000000.0,1.5311351870076637,0.0,0.0,0.0,1.1202455059241703,0.0,0.0,0.0,4.806328467291232,1000000.0,9.40339029225278,5.601065097027931,1.5005546052367231,0.6893481242104841,1.5080817469069576,21.88025392502945,0.06610429792547884,0.030456459885947574,0.06787664305437843,0.5755828771023568,3.291732577536336,1.901949741949261
2.211310775666988,2.3404238953214436,0.2240251451594641,2.6766645336585277,1.5808724396571834,230000.00000000044,1.0309166381621504,5.9722007587858315,0.0,30.44057354225061,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8057420468000389,0.0,1.0774655295890334,0.0,0.0,0.0,0.9542012689941852,0.0,0.0,0.0,4.806328467291232,1000000.0,9.40339029225278,6.150745550385443,2.974179327495649,1.290423858608187,3.015578730870945,0.9006322186275304,0.2096912843618738,0.25606213658764,0.20851094883156143,0.5667073205616951,2.9783668433085904,3.2804353139280416
