value_deviation,transition_rarity,constraint_score,raw_value_deviation,raw_transition_rarity,raw_constraint_score,stis_score,DATETIME,prediction,label
0.0,0.0,0.0,23256.420568011563,0.0,0.0,0.0,2016-07-04 00:00:00,0,
0.976897563688822,0.0,0.0,867908.8850932113,1.6376036465568782,0.0,0.976897563688822,2016-07-04 01:00:00,0,
0.9484331701119141,1.0625377793504436,0.0,844653.1182925446,4.276594121607931,0.0,2.0109709494623575,2016-07-04 02:00:00,1,
0.9902772164357383,0.6214846848233176,0.0,878840.2293115759,3.5553130621018996,0.0,1.6117619012590558,2016-07-04 03:00:00,1,
0.9706368142463729,0.10338634085107566,1.0,862793.7742218834,2.708035201214709,1.0,1.0740231550974486,2016-07-04 04:00:00,0,
0.8946363802104651,0.0,0.0,800700.4657551824,1.9459031490798133,0.0,0.8946363802104651,2016-07-04 05:00:00,0,
0.034156792676325404,0.4777167953189063,0.0,97677.84311051466,3.320200652844537,0.0,0.5118735879952317,2016-07-04 06:00:00,0,
0.042696281859440674,6.471599687081417,0.0,104654.71294976727,13.122363377404328,0.0,6.514295968940858,2016-07-04 07:00:00,1,
0.011669895141235669,0.7751537635788106,0.0,79305.76559782935,3.806617490782789,0.0,0.7868236587200462,2016-07-04 08:00:00,0,
0.0,0.0,0.0,51862.45012671783,2.3393886911705817,0.0,0.0,2016-07-04 09:00:00,0,
0.0,6.471599687081417,1.0,24885.52173008035,13.122363377404328,1.0,6.471599687081417,2016-07-04 10:00:00,1,
0.0,6.471599687081417,0.0,23257.571690121782,13.122363377404328,0.0,6.471599687081417,2016-07-04 11:00:00,1,
0.9640884453198322,6.471599687081417,0.0,857443.674622224,13.122363377404328,0.0,7.435688132401249,2016-07-04 12:00:00,1,
0.9749049586951735,0.152330552182739,0.0,866280.9018047942,2.788076658907776,0.0,1.1272355108779124,2016-07-04 13:00:00,0,
0.959534057170176,6.471599687081417,0.0,853722.6823431526,13.122363377404328,0.0,7.431133744251593,2016-07-04 14:00:00,1,
0.9558345120643312,6.471599687081417,0.0,850700.1075597617,13.122363377404328,0.0,7.427434199145749,2016-07-04 15:00:00,1,
0.9766135545038348,0.0,0.0,867676.84602456,1.9459031490798133,0.0,0.9766135545038348,2016-07-04 16:00:00,0,
0.0,6.471599687081417,0.0,46513.959180612204,13.122363377404328,0.0,6.471599687081417,2016-07-04 17:00:00,1,
0.0,0.0,0.0,46513.99977553986,1.7227609977567835,0.0,0.0,2016-07-04 18:00:00,0,
0.0,0.0,0.0,48142.14600589436,1.9148127762940195,0.0,0.0,2016-07-04 19:00:00,0,
0.0,6.471599687081417,1.2,34187.52139983002,13.122363377404328,1.2,6.471599687081417,2016-07-04 20:00:00,1,
0.0,6.471599687081417,0.0,13954.081102394743,13.122363377404328,0.0,6.471599687081417,2016-07-04 21:00:00,1,
0.0,0.0,0.0,13256.39218165719,2.367112947521839,0.0,0.0,2016-07-04 22:00:00,0,
0.9860046014680183,6.471599687081417,0.0,875349.4492585997,13.122363377404328,0.0,7.457604288549435,2016-07-04 23:00:00,1,
0.9421693742695791,0.0,0.0,839535.5184742755,1.1601669911964423,0.0,0.9421693742695791,2016-07-05 00:00:00,0,
0.9191131690213051,0.0,0.0,820698.3094147029,2.2587728989528872,0.0,0.9191131690213051,2016-07-05 01:00:00,0,
0.9171214967806639,0.0,0.0,819071.0881971994,2.367112947521839,0.0,0.9171214967806639,2016-07-05 02:00:00,0,
0.0,0.5666899605455858,0.0,46514.301911959985,3.4657039033117156,0.0,0.5666899605455858,2016-07-05 03:00:00,0,
0.0,6.471599687081417,0.0,23257.00619182363,13.122363377404328,0.0,6.471599687081417,2016-07-05 04:00:00,1,
0.0,0.24793226579984504,0.0,47909.01871977892,2.944419979346938,0.0,0.24793226579984504,2016-07-05 05:00:00,0,
0.007115810888988029,6.471599687081417,0.0,75585.02160675485,13.122363377404328,0.0,6.478715497970405,2016-07-05 06:00:00,1,
0.0,6.471599687081417,1.0,36978.83158842494,13.122363377404328,1.0,6.471599687081417,2016-07-05 07:00:00,1,
0.0,0.17992059709001718,0.0,6977.1922044374705,2.8331963442007146,0.0,0.17992059709001718,2016-07-05 08:00:00,0,
0.0,6.471599687081417,0.0,1163.3137030635562,13.122363377404328,0.0,6.471599687081417,2016-07-05 09:00:00,1,
0.0,0.0,0.0,0.5463657026513977,2.178523611029747,0.0,0.0,2016-07-05 10:00:00,0,
0.9734801377592077,0.0,0.0,865116.8052175967,2.178523611029747,0.0,0.9734801377592077,2016-07-05 11:00:00,0,
0.9837273723360799,0.027530983182821614,0.0,873488.9244769649,2.5839843025200118,0.0,1.0112583555189014,2016-07-05 12:00:00,0,
0.9498545610111303,0.4740221080025475,0.0,845814.4124966685,3.314158505050644,0.0,1.4238766690136777,2016-07-05 13:00:00,1,
0.9922674143790401,0.33757636774378946,0.0,880466.2460096496,3.0910204536003123,0.0,1.3298437821228295,2016-07-05 14:00:00,1,
0.9934070751163272,0.08964471340880927,0.0,881397.3631355639,2.6855626786910394,0.0,1.0830517885251365,2016-07-05 15:00:00,0,
0.0,6.471599687081417,0.0,56978.7832159899,13.122363377404328,0.0,6.471599687081417,2016-07-05 16:00:00,1,
0.0,0.4157428192497976,0.0,31629.12716909497,3.2188508251806955,0.0,0.4157428192497976,2016-07-05 17:00:00,0,
0.0,0.0,0.0,3488.913027962893,2.140057663532396,0.0,0.0,2016-07-05 18:00:00,0,
