isolation_forest,one_class_svm,lof,windowed_autoencoder
0.46873148084990124,-56.74189130856462,1.1653142937994794,0.2780084940377037
0.5946957850952501,-53.26288716764452,1.0654939539828494,0.2780084940377037
0.5861079666790164,-55.220128882154725,1.023601991850787,0.2780084940377037
0.6115119804718538,-50.94170371327534,1.6191776768317798,0.2780084940377037
0.6100169962437008,-55.32282879538101,1.7498259478669564,0.2780084940377037
0.5813034229178159,-51.17088591529932,1.4714100296393586,0.2780084940377037
0.6095193614471727,-58.24242818713024,1.027471552870419,0.2780084940377037
0.6303705060354966,-47.30714274703548,1.1606922665723174,0.2780084940377037
0.6002341578549522,-45.79796123268548,1.1989762737691412,0.2780084940377037
0.5580029840467189,-50.679085444316506,1.768658943180966,0.2780084940377037
0.5018549246473594,-58.219764984885074,1.5572874187024688,0.3408864156328467
0.4957816769264794,-56.896732265845785,1.492941086850442,0.24882092528859737
0.5028166667552031,-59.98046752211451,1.1612762740056166,0.2952302086847974
0.5182748665491795,-62.25119811863707,1.083217115852237,0.23945813578896533
0.4983695832536245,-63.63246507377089,1.0471746263127888,0.23471039261443516
0.5235084207696062,-60.122751848666745,1.1223248277821738,0.24472519642145835
0.5061732630401242,-62.68010322293642,1.1163123501258736,0.13003914024143814
0.4977942670609602,-61.31855537487583,1.0193994034423675,0.15538834198291648
0.5122024407479888,-57.2002848815698,1.036103316686901,0.10041292517667066
0.5540896077170085,-52.875442282366976,1.1283706570449898,0.1199504933687652
0.542311823363856,-47.85501397692345,1.365019993994475,0.15566790801368996
0.5020211652873258,-47.120280977788376,1.555887868776572,0.14641524235342804
0.500873660021544,-46.50876829115914,1.613731143942782,0.14894794058428368
0.48649998878044604,-48.51743628303628,1.303442821855098,0.15133171848269145
0.4789505795654282,-50.39568556492814,1.2292310024162778,0.14532129591760629
0.4659710573015708,-49.73618650452576,1.2403395108315183,0.1369545059166824
0.4875990636604253,-51.81010814114693,1.3058247478987661,0.15232377539597994
0.5296766068857346,-56.52779664672136,1.1911196741664833,0.19865773259785025
0.4855560620101668,-60.197532672994264,1.0578136664037396,0.21708664409895667
0.49324132840930573,-60.038639903954895,1.010414647830738,0.18529692417316848
0.5289029444841443,-60.740733689218544,1.127349046390318,0.19448320640316394
0.5499345758577875,-52.268305616723616,1.0813262821502523,0.21079158806602236
0.461172680533,-65.38346803082992,1.06178888260577,0.17777379098918078
0.45004159399895527,-60.040931489294096,0.9948595844017017,0.13953533787932945
0.4576397743857374,-56.822777248192956,1.026157254886432,0.1283977720726266
0.44754168073911293,-57.6162597599639,1.008665949806257,0.11278572222004668
0.4447883488650474,-58.27928662334511,1.0231475696502028,0.09176268391320455
0.4374306066348414,-62.41280249884513,1.0676035877336711,0.08383516760744752
0.4521224161901234,-62.64311315904346,0.9746456247025754,0.08914295794845102
0.5191051918976353,-59.6044146492574,0.9750804960162849,0.08919615790441436
0.497776017127895,-60.12488196022261,1.0355969472152153,0.09466241889321864
0.4452914806194083,-59.867521324568564,1.0438779825974325,0.08076530699376194
0.44166403232836593,-57.43102100169825,1.0604065592309104,0.09603705590356988
0.5315934986024823,-55.2371073294921,0.9756394331109741,0.12001245244118249
0.4715982203078401,-60.14460919284047,1.0270824841919803,0.11129644494915149
0.4656046621464647,-60.22567384563166,0.9985368764194957,0.09243116308234488
0.4669691108613629,-61.94001130147017,1.0370765029385576,0.12194642929160347
0.4783946005095357,-61.16296768567077,1.0351841409937348,0.11588371594244072
0.48496343813195786,-59.186304403048574,1.029667285969731,0.1519618651865617
0.5465553548111822,-57.76367685969817,0.9696214276565861,0.12641901693515042
0.5680782959498216,-54.06355938421235,0.992078548087186,0.09022140536588982
0.47964784695391305,-56.755734125451845,1.0464819956030469,0.10930122146472142
0.5065902183718929,-62.355940265564925,0.9798974039276095,0.11142582400718445
0.5471807829973062,-56.2948719838547,1.0663588071101335,0.12074534033293402
0.5370873200360746,-60.73384949089611,1.0751505912072736,0.13581972787486538
0.44128755223264327,-69.3746025902229,1.0387346529754062,0.10877955061825796
0.4332928424363182,-68.29215594867847,1.0153714677266081,0.11691341715772251
0.5251104817757364,-59.018630563928916,1.0603925768706337,0.14132206523990298
0.4356816857045556,-59.957262947531355,1.0939882380079207,0.1166390885964478
0.4667850939422154,-54.270304378309085,1.2010388364435085,0.1783372608365629
0.4882300578925113,-55.34621447413357,1.1551073683895077,0.16214685722396355
0.5604529835678528,-58.66597717996739,1.1330999382397808,0.14880149623920977
0.48780416483680017,-65.49502624123379,1.1364654558436613,0.1360285111582811
0.4700885286847697,-61.232344368929915,1.079311379367297,0.15659070108587217
0.45185613674521,-59.50553147908906,1.0522132286459656,0.12893982514142538
0.4587313113576579,-59.49747116994817,1.1398528100056613,0.13074275117716333
0.4763957937471555,-54.52326392776322,1.1821954192227542,0.13745197038732626
0.5934437537452836,-55.45224448383007,1.0533778540735892,0.15111836002808618
0.4918969284713679,-53.15746009856055,1.1358569732660002,0.178873067290401
0.4802203771891671,-55.248610168340925,1.0805101329535889,0.20468395552710725
0.5531781704967207,-54.487211987590804,1.1631937078635102,0.20252619352504864
0.5864685325916354,-51.584390396966796,1.421225406534962,0.23096174965865277
0.6309701540429735,-1.1633254223979463,4.261958889461225,1.5911014457572727
0.6189410312222148,-0.7933938331847088,4.4204540196755975,1.500845838398522
0.5134959684824375,-58.01480410799778,1.0575340729743012,1.6985300402151475
0.5874870801265174,-53.02660772131566,1.2109829758372803,2.279171122945732
0.5910261278713603,-54.77921835306103,1.2422225418015753,2.6117124633822075
0.5509340778316948,-60.76722017436322,1.0813786219407246,2.843472913484768
0.5585726325439854,-57.58699282117579,1.0256265169606689,2.050091609128167
0.4914993343764319,-68.60504494191817,1.0536767852728395,2.2465083489759974
0.5008742060950604,-64.85508043116602,1.0412431703352152,1.8891542741493816
0.5630694696388066,-56.68146806455046,1.0154325620599358,1.5463131384048037
0.4964766367834315,-57.4548613134188,1.1295219469917046,1.4407974053884012
0.4975419643150782,-58.37841165257815,1.109298186433072,0.16963733004347492
0.5046153214097233,-60.53008422572178,1.0788770226629325,0.18964997106030496
0.5032642223233222,-59.916650114022055,1.125923053103582,0.16672022719747906
0.5062861261146722,-54.86622361016133,0.974018591506584,0.17744594982987533
0.5478719009213255,-53.04750974139841,1.059470287924612,0.14089005033087998
0.4536465698325928,-64.04259993203597,1.1264584720148512,0.10754889205294334
0.4357434737649612,-65.851501233687,1.0721006103804969,0.11237594737449336
