L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422
1.9794874977493837,1.0200604144019578,0.4129463080421801,0.7234655930506564,1.7786098184378856,0.0,1.550761182568053,0.8189171949597801,0.0,1.577374888046388,0.0,0.0,0.0,33960000.0,1000000.0,0.0,0.0,0.0,0.0,0.5519395428846148,0.0,0.4140511523352222,0.0,0.0,0.0,1.27079150586758,0.0,0.0,0.0,0.7307433301886425,0.0,4.42550615489566,0.8278905273664899,0.9885910867054548,2.2711047841245873,0.952322490146043,0.557749765805308,0.9773294041564478,0.7406676639565426,0.9723482566801868,1.119648422164352,1.2216694154454073,0.7907215767826905
2.017759628100218,1.036668760073901,0.4973102040290856,0.7234655930506564,1.7306172147508128,0.0,2.305637738337118,0.4542805240175741,0.0,1.2602693856543599,0.0,0.0,0.0,34020000.00000001,1000000.0,0.0,0.0,0.0,0.0,0.26824488235349264,0.0,21.481724284515344,1000000.0,0.0,0.0,0.12398008434427195,0.0,0.0,0.0,1.047989245574508,0.0,4.42550615489566,0.4591175649873982,0.9955095126315516,2.2540639772215596,0.9592694808555531,0.1431012182063262,0.82855307910129,5.997825253107441,0.8283223643492423,2.2113418766659554,1.2123152144236837,0.7766553974767848
1.8168309437583374,0.9868437230580713,1.356042762586883,0.378783427061031,0.8987454175082242,339999.9999999999,0.049577115662365154,0.033832117727069386,0.0,0.894627326773759,0.0,0.0,0.0,33330000.0,1000000.0,0.0,0.0,0.0,0.0,0.7753461903145604,0.0,21.481724284515344,1000000.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,1.4399215643665495,0.0,2.4889420686784063,0.03468075923033171,0.8848146978139823,2.453906167266155,0.8481176295033697,1.5473890143125588,1.7149265915259597,6.142853184655799,1.7438241196046333,4.329943293802984,1.1328045057390304,0.6570928733765856
1.6159022594164563,0.7958477478307243,1.5793132278119102,0.9080299926335673,0.09886868939035069,490000.00000000023,1.076209231508294,0.011507423587755184,0.0,0.8752127041783281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9678532813892473,0.0,21.481724284515344,1000000.0,0.0,0.0,1.2420112796728235,0.0,0.0,0.0,0.853393478901536,0.0,2.4889420686784063,0.013806817963589922,0.11143863554416465,0.03720991556405693,0.08277912557116554,2.8790487729477254,0.9831852183404853,6.280806582957896,0.9799868117560091,0.9376995130807535,0.6650944546528393,0.04621609191871146
1.4628137380131188,0.4221599702120018,1.2014709020464798,1.597394324612815,0.65301543504045,120000.00000000012,0.23727597552987953,0.7289282653663166,0.0,0.23129438809656086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88491831868396,1000000.0,21.481724284515344,1000000.0,0.0,0.0,1.5519605219421257,0.0,0.0,0.0,0.03530620199580302,0.0,2.4889420686784063,0.7306970872168391,2.2215585430041274,0.030953312048053204,2.2293992548102057,12.494843530337299,1.2399850210055765,6.277269316334767,1.2364376046438144,0.9199483999994239,0.6491707888993571,2.022514284398498
1.204476858144986,0.18404464681392566,0.8064539251098921,0.10303769426933218,1.228926679285319,0.0,1.6111513070295782,0.7996231301408248,0.0,0.16981474987769465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88491831868396,1000000.0,21.481724284515344,1000000.0,0.0,0.0,0.6287537897383157,0.0,0.0,0.0,0.214827648715234,0.0,2.4889420686784063,0.80027689143931,2.5674798393090392,0.09446904686843055,2.576748790285779,14.09761964701794,1.3780494310405718,6.553176112938962,1.3798294458283935,4.0796465284756005,0.8783487139315916,2.3671356773931946
0.9078678479260192,0.7155117083161088,0.37708764583099347,1.2979358697000305,1.9648132691537628,110000.00000000032,1.7923216804141542,0.6656749653049131,0.0,0.28630248545027576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109196911785028,0.0,21.481724284515344,1000000.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,0.7855590391106061,0.0,2.4889420686784063,0.6680752634166137,1.252978913350375,0.06503492585411047,1.229032592640555,1.092870414059843,2.076655345817647,6.691129511241059,2.1050612579734773,4.427574415750281,0.11598133066109895,1.2207420639618587
0.7643473591103901,0.9480285477233132,0.0007546799344369653,0.424741049192981,0.9089759880381698,450000.0000000002,0.5025030491238046,0.427544894485514,0.0,0.4933917931348649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2915720506978912,0.0,1.50627657564226,0.0,0.0,0.0,33.78225309675818,1000000.0,0.0,0.0,0.4224049675025957,0.0,2.4889420686784063,0.4315039290602184,1.2944894689069637,0.7156839166969815,1.2707145368976254,0.845676087606607,1.043933558755883,1.3915247226125929,1.0737430156074648,4.9867344778120755,0.1253355316828242,1.2348082432677645
0.7069391635841384,1.1556328686226034,0.6877407267806754,0.17270803852236769,0.013114052546151346,360000.00000000035,0.6685758913929988,0.07779135296952278,0.0,0.7975542137966088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2206483855651107,0.0,0.2633460073720464,0.0,0.0,0.0,0.6996001057015446,0.0,0.0,0.0,0.04760255774866787,0.0,2.4889420686784063,0.07664692752562284,1.3429184503896514,0.9387635707002541,1.3193434718642059,1.0051562982215991,0.7067231604878569,0.43292546774417506,0.7076248575701939,1.0149229258651997,0.14404393372627147,1.2629406018795757
0.7260752287595557,1.3300204981780073,1.4434253783115372,0.7701571262377174,0.7067750027599351,290000.00000000006,1.1516968870852002,0.06731915893604862,0.0,0.9237492606669054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.727245993656398,0.0,0.30684857726150405,0.0,0.0,0.0,0.33430278445558476,0.0,0.0,0.0,0.13808565622448526,0.0,2.4889420686784063,0.06947066134156472,1.4190211355767317,0.8272237436986167,1.3957603696688314,0.30344337151563594,0.739858618896256,0.35156833541216753,0.737957747051547,0.5800206553726908,0.19081493883489126,1.3332714984091063
